geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
11082,-23.95079603313669,-46.342416762274354,santos,SP
11085,-23.952364889809015,-46.366654945322864,santos,SP
11087,-23.949858705948138,-46.37896352426564,santos,SP
11088,-23.945750361694657,-46.38248083157291,santos,SP
11089,-23.9509382625882,-46.326423251504515,santos,SP
11090,-23.940087011526444,-46.37769060754122,santos,SP
11095,-23.936792499999967,-46.321428383999944,santos,SP
36240,-21.47470205476753,-43.54510837691469,santos dumont,MG
16240,-21.638557057319286,-50.50082040840628,santópolis do aguapeí,SP
35406,-20.309997638300644,-43.57792426594773,sao bartolomeu,MG
62370,-4.05456310376698,-40.86434216974792,sao benedito,CE
14505,-20.246259438280948,-47.8721832207391,sao benedito da cachoeirinha,SP
13755,-21.321924907111498,-47.027791396263794,sao benedito das areias,SP
65440,-3.338428736227311,-43.528274233990984,sao benedito do rio preto,MA
55410,-8.808795590610856,-35.93361263880501,sao benedito do sul,PE
58857,-6.892361423592917,-37.722787980339234,sao bentinho,PB
65235,-2.7475290785385202,-44.88998869737954,sao bento,MA
58865,-6.5058444802970286,-37.45184737484012,sao bento,PB
37407,-21.588878731575186,-45.063394838524886,sao bento abade,MG
59590,-5.1334859999999445,-35.97295849999995,sao bento do norte,RN
12490,-22.797173861283888,-45.17145119774605,sao bento do sapucai,SP
89280,-26.266284874849326,-49.36151589140081,sao bento do sul,SC
89281,-26.244228871701875,-49.371027938153496,sao bento do sul,SC
89282,-26.239202235182642,-49.35396525792555,sao bento do sul,SC
89283,-26.253049603438356,-49.32818959461012,sao bento do sul,SC
89284,-26.22232339479319,-49.39047960957176,sao bento do sul,SC
89285,-26.223643620359844,-49.404475564935254,sao bento do sul,SC
89286,-26.258200433098512,-49.37998825079364,sao bento do sul,SC
89287,-26.255721547922136,-49.3897231413088,sao bento do sul,SC
89288,-26.247186344030187,-49.420636736577,sao bento do sul,SC
89289,-26.247030877437457,-49.4588742703789,sao bento do sul,SC
89290,-26.274503322462575,-49.390404235261514,sao bento do sul,SC
89291,-26.32917693199994,-49.46139999999997,sao bento do sul,SC
89292,-26.282337077388814,-49.37529624919162,sao bento do sul,SC
77958,-6.033333853666863,-47.929752114065636,sao bento do tocantins,TO
59210,-6.342075505458395,-36.083802262692075,sao bento do trairi,RN
55370,-8.529819238192992,-36.45144023866593,sao bento do una,PE
89982,-26.478445498388986,-52.96499579866151,sao bernardino,SC
65550,-3.3802269759292165,-42.434407452359586,sao bernardo,MA
1307,-23.556811599774967,-46.65713483250617,sao bernardo do campo,SP
9600,-23.672255370546452,-46.55656826884537,sao bernardo do campo,SP
9601,-23.67498948999304,-46.5576365529712,sao bernardo do campo,SP
9602,-23.66197745904333,-46.56459334423684,sao bernardo do campo,SP
9603,-23.662836565093137,-46.56384138732753,sao bernardo do campo,SP
9604,-23.657673417054035,-46.568225807703925,sao bernardo do campo,SP
9605,-23.658735404120176,-46.56753379643934,sao bernardo do campo,SP
9606,-23.67640148211083,-46.565343220093496,sao bernardo do campo,SP
9607,-23.67466253318127,-46.558543499999985,sao bernardo do campo,SP
9608,-23.67530460421837,-46.566330731202,sao bernardo do campo,SP
9609,-23.672700543704295,-46.56870135636401,sao bernardo do campo,SP
9610,-23.670602548992974,-46.56737085204013,sao bernardo do campo,SP
9611,-23.662095747157927,-46.57029865696226,sao bernardo do campo,SP
9612,-23.658944009146598,-46.57115359862112,sao bernardo do campo,SP
9613,-23.67116066973347,-46.56571843845158,sao bernardo do campo,SP
9614,-23.670821012716967,-46.5634234106934,sao bernardo do campo,SP
9615,-23.826458849900906,-46.57588376489449,sao bernardo do campo,SP
9616,-23.666742691095823,-46.557295359570595,sao bernardo do campo,SP
9617,-23.669304490650916,-46.558693972415625,sao bernardo do campo,SP
9618,-23.669439737434406,-46.56256264596933,sao bernardo do campo,SP
9619,-23.66690021703025,-46.5620511449175,sao bernardo do campo,SP
9620,-23.6692584676841,-46.57093213627445,sao bernardo do campo,SP
9623,-23.66230042829908,-46.571460805297484,sao bernardo do campo,SP
9624,-23.658399525102535,-46.57359250582837,sao bernardo do campo,SP
9625,-23.663340292544223,-46.56585386857298,sao bernardo do campo,SP
9626,-23.661898523717557,-46.56972803220033,sao bernardo do campo,SP
9627,-23.663188142651098,-46.56237071175494,sao bernardo do campo,SP
9628,-23.66255235913791,-46.56300579170751,sao bernardo do campo,SP
9629,-23.659008774477247,-46.56642856015116,sao bernardo do campo,SP
9631,-23.660802973916518,-46.561533269923196,sao bernardo do campo,SP
9632,-23.657226381614706,-46.56542858546381,sao bernardo do campo,SP
9633,-23.654997981877287,-46.56934699284744,sao bernardo do campo,SP
9634,-23.65423518457494,-46.5702345905997,sao bernardo do campo,SP
9635,-23.684097129323888,-46.55280016591327,sao bernardo do campo,SP
9636,-23.65352808407883,-46.57261547264711,sao bernardo do campo,SP
9637,-23.65282536914989,-46.57366139829179,sao bernardo do campo,SP
9639,-23.646888241448142,-46.58020752342449,sao bernardo do campo,SP
9640,-23.662697333602686,-46.5741239317042,sao bernardo do campo,SP
9641,-23.653091246800457,-46.57546639240005,sao bernardo do campo,SP
9642,-23.649520652778644,-46.57604473327947,sao bernardo do campo,SP
9651,-23.658955492353943,-46.580994031363616,sao bernardo do campo,SP
9655,-23.659029693288854,-46.599108826937595,sao bernardo do campo,SP
9656,-23.66471623765964,-46.607848113745916,sao bernardo do campo,SP
9657,-23.66814081553829,-46.61016173012209,sao bernardo do campo,SP
9660,-23.7042315,-46.56292199999999,sao bernardo do campo,SP
9661,-23.66261007799065,-46.596232989468426,sao bernardo do campo,SP
9662,-23.66195162170351,-46.599091752438035,sao bernardo do campo,SP
9663,-23.658283810991634,-46.59850208064367,sao bernardo do campo,SP
9664,-23.661162066016768,-46.612114007790275,sao bernardo do campo,SP
9665,-23.661151409083182,-46.61499389315591,sao bernardo do campo,SP
9666,-23.65964909578071,-46.60629135982817,sao bernardo do campo,SP
9667,-23.6630129733396,-46.60921301633129,sao bernardo do campo,SP
9668,-23.665996885105816,-46.60945692368279,sao bernardo do campo,SP
9669,-23.66725241352657,-46.611877113364955,sao bernardo do campo,SP
9670,-23.663743019158584,-46.60571837356463,sao bernardo do campo,SP
9671,-23.666472723007676,-46.605481339027044,sao bernardo do campo,SP
9672,-23.663023664246506,-46.60281544098456,sao bernardo do campo,SP
9682,-23.669343826822015,-46.598416529949965,sao bernardo do campo,SP
9683,-23.67155949293086,-46.59766373561674,sao bernardo do campo,SP
9684,-23.672001511224064,-46.59627123881938,sao bernardo do campo,SP
9685,-23.66698412477101,-46.593442874313,sao bernardo do campo,SP
9686,-23.671667073835714,-46.59451454244344,sao bernardo do campo,SP
9687,-23.67587299558526,-46.58889182904372,sao bernardo do campo,SP
9688,-23.67457922678725,-46.58722185180899,sao bernardo do campo,SP
9689,-23.67391587502368,-46.593322125071055,sao bernardo do campo,SP
9690,-23.71609833541294,-46.59149357691311,sao bernardo do campo,SP
9691,-23.673432623665402,-46.58729375826642,sao bernardo do campo,SP
9692,-23.673259100467458,-46.586296947833034,sao bernardo do campo,SP
9693,-23.6691531829015,-46.57903702345776,sao bernardo do campo,SP
9694,-23.67226230598849,-46.58120477110548,sao bernardo do campo,SP
9695,-23.675105999999946,-46.571178499999974,sao bernardo do campo,SP
9696,-23.67486999999994,-46.557619999999986,sao bernardo do campo,SP
9710,-23.720615779906506,-46.54943995946114,sao bernardo do campo,SP
9715,-23.721074818284485,-46.54323782877862,sao bernardo do campo,SP
9720,-23.723002264389926,-46.55056263363345,sao bernardo do campo,SP
9721,-23.722297163032653,-46.545442333852485,sao bernardo do campo,SP
9725,-23.741568,-46.56982049999999,sao bernardo do campo,SP
9726,-23.696467732991003,-46.56125939205938,sao bernardo do campo,SP
9732,-23.683949352184353,-46.56451899653756,sao bernardo do campo,SP
9750,-23.696059757141242,-46.553434057851106,sao bernardo do campo,SP
9751,-23.696700435714927,-46.544241072335154,sao bernardo do campo,SP
9760,-23.70750244287899,-46.532231425470705,sao bernardo do campo,SP
9761,-23.73737866305043,-46.592525508886794,sao bernardo do campo,SP
9762,-23.706582883432386,-46.521089999451746,sao bernardo do campo,SP
9765,-23.71098172878823,-46.52498528088686,sao bernardo do campo,SP
9770,-23.71576389953255,-46.54188326141176,sao bernardo do campo,SP
9772,-23.721820887700478,-46.55973848601137,sao bernardo do campo,SP
9780,-23.7200904590571,-46.53586315903972,sao bernardo do campo,SP
9781,-23.730721825437037,-46.53899708797396,sao bernardo do campo,SP
9782,-23.747897738490256,-46.57712675337824,sao bernardo do campo,SP
9783,-23.72966870745626,-46.52644499911096,sao bernardo do campo,SP
9784,-23.724934123028444,-46.525764463720044,sao bernardo do campo,SP
9785,-23.746015560582983,-46.61148270756314,sao bernardo do campo,SP
9790,-23.735663386526898,-46.531842011654604,sao bernardo do campo,SP
9791,-23.753702889283556,-46.51058241296639,sao bernardo do campo,SP
9792,-23.760447628420405,-46.53114954736733,sao bernardo do campo,SP
9810,-23.72312973618146,-46.556835320304096,sao bernardo do campo,SP
9811,-23.7311146777654,-46.55985059750278,sao bernardo do campo,SP
9812,-23.73305238525005,-46.56205858618496,sao bernardo do campo,SP
9820,-23.753349414160816,-46.55744142498085,sao bernardo do campo,SP
9821,-23.754591275422786,-46.554812236171614,sao bernardo do campo,SP
9822,-23.777173808129735,-46.55140173929374,sao bernardo do campo,SP
9830,-23.83252638053725,-46.575366469575165,sao bernardo do campo,SP
9831,-23.832386418507717,-46.57487734896898,sao bernardo do campo,SP
9832,-23.786998904127962,-46.50479835064376,sao bernardo do campo,SP
9834,-23.805185260686937,-46.442695089812574,sao bernardo do campo,SP
9835,-23.843305366110915,-46.597192342293354,sao bernardo do campo,SP
9836,-23.806880999999997,-46.61753680716602,sao bernardo do campo,SP
9837,-23.826906509377086,-46.566754860931226,sao bernardo do campo,SP
9838,-23.843276192986213,-46.56423455654165,sao bernardo do campo,SP
9840,-23.75066884346462,-46.570737850110625,sao bernardo do campo,SP
9841,-23.74799125451551,-46.57760896225976,sao bernardo do campo,SP
9842,-23.775402188773256,-46.6160165318923,sao bernardo do campo,SP
9843,-23.77862189930328,-46.59964207019206,sao bernardo do campo,SP
9844,-23.774437702737742,-46.571822203537245,sao bernardo do campo,SP
9845,-23.747900895999976,-46.59625999999997,sao bernardo do campo,SP
9846,-23.75691837754082,-46.60261757870602,sao bernardo do campo,SP
9847,-23.778885155612638,-46.531690191497354,sao bernardo do campo,SP
9850,-23.749544999999955,-46.63139582799994,sao bernardo do campo,SP
9851,-23.768767284143593,-46.597540570625064,sao bernardo do campo,SP
9852,-23.74259343710035,-46.607134724520435,sao bernardo do campo,SP
9853,-23.799544505432696,-46.45527913406531,sao bernardo do campo,SP
9854,-23.778504000000005,-46.598791500000004,sao bernardo do campo,SP
9855,-23.73623931182924,-46.60038491346878,sao bernardo do campo,SP
9856,-23.77260437877196,-46.597461938308385,sao bernardo do campo,SP
9857,-23.751785999999946,-46.62356749999995,sao bernardo do campo,SP
9860,-23.723401013041745,-46.57442424577293,sao bernardo do campo,SP
9861,-23.72304569608748,-46.57724995946113,sao bernardo do campo,SP
9862,-23.705450443973447,-46.58385800553772,sao bernardo do campo,SP
9890,-23.70087286153814,-46.56258602869066,sao bernardo do campo,SP
9891,-23.692130999999996,-46.57654799999999,sao bernardo do campo,SP
9892,-23.687204855817317,-46.57261488295364,sao bernardo do campo,SP
9894,-23.67999005135891,-46.57447020024241,sao bernardo do campo,SP
9895,-23.70758078177789,-46.57508796652859,sao bernardo do campo,SP
9896,-23.719343764374774,-46.58877355831117,sao bernardo do campo,SP
88485,-27.90146610564395,-48.930477033124276,sao bonifacio,SC
97670,-28.889384142423285,-55.660738592244755,sao borja,RS
57380,-10.12626257927444,-36.89934930734973,sao bras,AL
35495,-20.63283870079095,-43.96404380866059,sao bras do suacui,MG
64783,-9.065175081712498,-42.99256483657498,sao braz do piaui,PI
9510,-23.625323664723865,-46.571593500000006,sao caetano do sul,SP
9520,-23.617941110512756,-46.56954115369806,sao caetano do sul,SP
9521,-23.616573927325447,-46.56284639035647,sao caetano do sul,SP
9530,-23.63135545628714,-46.57150165652955,sao caetano do sul,SP
9531,-23.626647167638055,-46.569869959461144,sao caetano do sul,SP
9540,-23.636267748542906,-46.56920196725141,sao caetano do sul,SP
9541,-23.644490575142438,-46.556241742632004,sao caetano do sul,SP
9550,-23.625580798776628,-46.549427128916854,sao caetano do sul,SP
9551,-23.628638179294825,-46.54989818290151,sao caetano do sul,SP
9560,-23.6435193388828,-46.55376679447747,sao caetano do sul,SP
9561,-23.64749337829649,-46.55589273313522,sao caetano do sul,SP
9570,-23.637587250361488,-46.57438956343119,sao caetano do sul,SP
9571,-23.638428000000005,-46.56484401832187,sao caetano do sul,SP
9572,-23.64773592783773,-46.56646306549715,sao caetano do sul,SP
9580,-23.649990360564686,-46.56742363708245,sao caetano do sul,SP
9581,-23.642733499855765,-46.581073722170956,sao caetano do sul,SP
55130,-8.335916943558951,-36.12734649630588,sao caitano,PE
89885,-27.09254758988698,-53.00715250258521,sao carlos,SC
13560,-22.02821871135092,-47.88261557423974,sao carlos,SP
13561,-22.020264837015606,-47.89242188979866,sao carlos,SP
13562,-22.01042790527275,-47.914498262694956,sao carlos,SP
13563,-22.002819674158932,-47.91165762600267,sao carlos,SP
13564,-22.002572086712217,-47.90048178816576,sao carlos,SP
13565,-22.004134594701377,-47.92404825499087,sao carlos,SP
13566,-22.010175586733226,-47.88993062476193,sao carlos,SP
13567,-22.015231917081117,-47.85803861417567,sao carlos,SP
13568,-22.019648205269892,-47.84299262649693,sao carlos,SP
13570,-22.037088530549322,-47.881135087082306,sao carlos,SP
13571,-22.04183170687077,-47.874907868558125,sao carlos,SP
13572,-22.050213967799674,-47.8937148835766,sao carlos,SP
13573,-22.101494999999943,-47.92654628299994,sao carlos,SP
13574,-22.044473633360273,-47.909562631975284,sao carlos,SP
13575,-22.044301459893816,-47.90196706757464,sao carlos,SP
87770,-23.32233927511522,-52.47856120405463,sao carlos do ivai,PR
49100,-11.022853692676732,-37.20523633461858,sao cristovao,SE
89533,-27.277463999999945,-50.357901499999954,sao cristovao do sul,SC
47820,-12.750230999999946,-45.31522399999997,sao desiderio,BA
48895,-11.467038033634571,-39.52848215565187,sao domingos,BA
73860,-13.462823999999944,-46.38053149999996,sao domingos,GO
36675,-21.680431310190393,-42.78116356604423,sao domingos,MG
55178,-20.12146841794372,-40.306659513513644,sao domingos,PE
49525,-10.792975171153389,-37.5714703506583,sao domingos,SE
35335,-19.5333075,-42.01018874999999,sao domingos das dores,MG
68520,-5.674232999999944,-48.69629899999997,sao domingos do araguaia,PA
65888,-6.817798607106996,-44.6406657219745,sao domingos do azeitao,MA
68635,-1.677715994994809,-47.77032259187951,sao domingos do capim,PA
58485,-7.633933993213537,-36.434754536393676,sao domingos do cariri,PB
65790,-5.627202209863702,-44.36592969977646,sao domingos do maranhao,MA
29745,-19.14771986635469,-40.624997084954,sao domingos do norte,ES
35995,-20.001392845208972,-42.81977154143499,sao domingos do prata,MG
99270,-28.568168613624763,-51.843078128419805,sao domingos do sul,RS
44550,-12.851896147882346,-39.09020364196471,sao felipe,BA
76977,-11.916065547202077,-61.51309982436673,sao felipe d'oeste,RO
44360,-12.608503269787327,-38.96802825744667,sao felix,BA
65890,-7.084632861448438,-44.815486812170036,sao felix de balsas,MA
35275,-18.595622350388915,-41.487771779894096,sao felix de minas,MG
78670,-11.633365417011127,-50.67157759229529,sao felix do araguaia,MT
47665,-13.408213670005539,-44.1956256490327,sao felix do coribe,BA
64375,-5.938248970642041,-42.113837332683595,sao felix do piaui,PI
68380,-7.142753999999947,-51.971992999999955,sao felix do xingu,PA
59327,-6.3784997928015095,-37.186725457923465,sao fernando,RN
28400,-21.715954062472587,-41.92516365127958,sao fidelis,RJ
39300,-17.32467802563446,-44.943544304207364,sao francisco,MG
58818,-6.619163824970117,-38.0954773161236,sao francisco,PB
49945,-10.350897762507705,-36.88368908097436,sao francisco,SE
15710,-20.372096999999947,-50.68364299999996,sao francisco,SP
11610,-23.75745688703907,-45.415672402302505,sao francisco da praia,SP
11619,-23.775852310577626,-45.64636421065842,sao francisco da praia,SP
64745,-8.236416925584706,-41.68859900889748,sao francisco de assis do piaui,PI
75490,-15.940182794080462,-49.2614091435008,sao francisco de goias,GO
28230,-22.914440434538243,-43.08159150394901,sao francisco de itabapoana,RJ
35543,-20.7172600470935,-44.98458730737848,sao francisco de paula,MG
95400,-29.454384823951486,-50.58488404991267,sao francisco de paula,RS
65929,-5.1304553718946835,-47.38536911039521,sao francisco do brejao,MA
43900,-12.65089786749992,-38.59682041036959,sao francisco do conde,BA
36810,-20.794112999999996,-42.26049225,sao francisco do gloria,MG
76935,-12.136412999999944,-63.619653499999956,sao francisco do guapore,RO
65650,-6.252255240743883,-42.85788508058088,sao francisco do maranhao,MA
59908,-6.003439170969194,-38.169607942655134,sao francisco do oeste,RN
68748,-1.1732223534293222,-47.79644683641333,sao francisco do para,PA
64550,-7.247374554505267,-42.54549117047457,sao francisco do piaui,PI
89240,-27.013347,-51.14071799999999,sao francisco do sul,SC
12249,-22.91558823005276,-45.96448787286908,sao francisco xavier,SP
44915,-11.231487774539717,-41.878446629984204,sao gabriel,BA
97300,-30.35870666570198,-54.335931037249814,sao gabriel,RS
97310,-30.33553553265599,-54.328805902823085,sao gabriel,RS
97313,-30.331591074278464,-54.329293855600454,sao gabriel,RS
97314,-30.322792170320493,-54.31336269892533,sao gabriel,RS
69750,-0.135001098343093,-67.07953117368724,sao gabriel da cachoeira,AM
29780,-19.042279853201293,-40.54059511029566,sao gabriel da palha,ES
79490,-19.408723369782177,-54.576314137477475,sao gabriel do oeste,MS
36530,-20.937498059061664,-42.834941509843595,sao geraldo,MG
36532,-20.915760080994612,-42.83693142419035,sao geraldo,MG
39723,-20.922948679390334,-42.83336429139046,sao geraldo da piedade,MG
68570,-6.403298936391466,-48.56119136510545,sao geraldo do araguaia,PA
39704,-20.925372389431406,-42.833619972458116,sao geraldo do baguari,MG
35258,-18.92085147237603,-41.362231037340415,sao geraldo do baixio,MG
24400,-22.822657273441827,-43.04547527635864,sao goncalo,RJ
24410,-22.871729126839398,-43.04516006050551,sao goncalo,RJ
24411,-22.86574496455437,-43.05373527906501,sao goncalo,RJ
24412,-22.8552632420743,-43.08180725587583,sao goncalo,RJ
24415,-22.85131347724288,-43.08559977129377,sao goncalo,RJ
24416,-22.844051952751183,-43.06400936322325,sao goncalo,RJ
24417,-22.8511205439974,-43.04680807049744,sao goncalo,RJ
24420,-22.839292916478808,-43.0556238291661,sao goncalo,RJ
24421,-22.84072661061005,-43.031964262813545,sao goncalo,RJ
24422,-22.83573592652612,-43.033648083776946,sao goncalo,RJ
24425,-22.869883822721672,-43.00237129524124,sao goncalo,RJ
24426,-22.85734232624454,-43.09960391719367,sao goncalo,RJ
24430,-22.876004266451844,-43.027507022224455,sao goncalo,RJ
24431,-22.833855,-43.08391911449152,sao goncalo,RJ
24435,-22.83294088312401,-43.07761387068119,sao goncalo,RJ
24436,-22.827903460077813,-43.06410257011399,sao goncalo,RJ
24440,-22.835900424590935,-43.065840015612565,sao goncalo,RJ
24445,-22.831818495299206,-42.98402882952421,sao goncalo,RJ
24450,-22.85434369854287,-43.09118990045386,sao goncalo,RJ
24451,-22.86403107247565,-42.99191713101192,sao goncalo,RJ
24452,-22.820235020869873,-43.01486381456321,sao goncalo,RJ
24455,-22.81616796633693,-43.013219974257,sao goncalo,RJ
24456,-22.817815098558793,-43.01007408619629,sao goncalo,RJ
24457,-22.884917239194177,-42.98314951092155,sao goncalo,RJ
24460,-22.820908528396757,-43.04391967754535,sao goncalo,RJ
24461,-22.813980105270442,-43.03941260504971,sao goncalo,RJ
24465,-22.838449259944415,-42.972767920977546,sao goncalo,RJ
24466,-22.82109479074467,-43.0557354012774,sao goncalo,RJ
24467,-22.814445083764884,-43.05088903865721,sao goncalo,RJ
24470,-22.80342920311703,-43.04211328534912,sao goncalo,RJ
24471,-22.78825763404138,-43.04121988571233,sao goncalo,RJ
24472,-22.795143214118873,-43.03856867540049,sao goncalo,RJ
24473,-22.79240728809703,-43.02807663570888,sao goncalo,RJ
24474,-22.823938122571967,-43.0019656612121,sao goncalo,RJ
24475,-22.830130622983432,-42.95030326223202,sao goncalo,RJ
24476,-22.774155112533098,-43.020618256281736,sao goncalo,RJ
24710,-22.83383207784613,-43.00271147321232,sao goncalo,RJ
24711,-22.82290829352487,-43.0005616447365,sao goncalo,RJ
24715,-22.846364252717027,-42.92495441815343,sao goncalo,RJ
24716,-22.811794108081074,-42.99785477067483,sao goncalo,RJ
24717,-22.816281825298176,-43.00458267585315,sao goncalo,RJ
24720,-22.82197021895643,-42.9782344126401,sao goncalo,RJ
24721,-22.848919542412887,-43.01135019332524,sao goncalo,RJ
24722,-22.84661188518532,-42.94220924338192,sao goncalo,RJ
24723,-22.857991308041772,-42.92299886816143,sao goncalo,RJ
24724,-22.83273540783089,-43.03291250816545,sao goncalo,RJ
24725,-22.820009587425535,-42.967618736084745,sao goncalo,RJ
24726,-22.8322963487467,-42.93858505637166,sao goncalo,RJ
24727,-22.790689251805535,-42.945626833682596,sao goncalo,RJ
24730,-22.837348873252726,-42.98782376402329,sao goncalo,RJ
24731,-22.824753689955354,-42.98522640834783,sao goncalo,RJ
24732,-22.83006457302588,-42.97202818211333,sao goncalo,RJ
24734,-22.832466400800033,-42.964735905818046,sao goncalo,RJ
24735,-22.859713593527605,-42.94302907781031,sao goncalo,RJ
24736,-22.825408499999995,-42.96030074999999,sao goncalo,RJ
24737,-22.851054456014566,-42.94427156829146,sao goncalo,RJ
24738,-22.86082194240041,-42.940804581978924,sao goncalo,RJ
24741,-22.845931343826248,-42.98911586248953,sao goncalo,RJ
24742,-22.847179324579866,-43.01035835982432,sao goncalo,RJ
24743,-22.85234235103896,-42.999749821708775,sao goncalo,RJ
24744,-22.85320371472881,-43.0136645031731,sao goncalo,RJ
24745,-22.862024999999996,-43.001037000000004,sao goncalo,RJ
24746,-22.848093826077953,-42.98678819102981,sao goncalo,RJ
24750,-22.87126439885033,-43.01154720517352,sao goncalo,RJ
24751,-22.878012812943556,-42.98896337913321,sao goncalo,RJ
24752,-22.89006849653755,-42.986312999999996,sao goncalo,RJ
24753,-22.907718513185962,-42.98407753774025,sao goncalo,RJ
24754,-22.879227593946588,-43.023601607969276,sao goncalo,RJ
24755,-22.867938207878645,-43.004989216384644,sao goncalo,RJ
24756,-22.891851750394064,-43.006206836798846,sao goncalo,RJ
37723,-21.595153159073675,-46.319013508731985,sao goncalo de botelhos,MG
38790,-18.346035573637717,-45.84002268495745,sao goncalo do abaete,MG
62670,-3.673357423544169,-39.11125582124343,sao goncalo do amarante,CE
62677,-3.503039661912078,-38.92041619868282,sao goncalo do amarante,CE
59290,-5.792780677963902,-35.33766737979467,sao goncalo do amarante,RN
59291,-5.793109977903479,-35.3356140056027,sao goncalo do amarante,RN
59295,-5.7781450829044045,-35.279212349309574,sao goncalo do amarante,RN
59296,-5.778487654366069,-35.2793550874186,sao goncalo do amarante,RN
59297,-5.7895676594046055,-35.306891951948565,sao goncalo do amarante,RN
59298,-5.788858316385153,-35.309971781324016,sao goncalo do amarante,RN
64993,-10.030007402080914,-45.30435389220345,sao goncalo do gurgueia,PI
35516,-19.98672404018973,-44.85884682980791,sao goncalo do para,MG
35544,-19.99207225293865,-44.84768558991468,sao goncalo do para,MG
64435,-5.998458209590145,-42.702544069863386,sao goncalo do piaui,PI
35935,-19.98812885615378,-44.85911598366112,sao goncalo do rio abaixo,MG
39153,-18.42221932135899,-43.49513066653356,sao goncalo do rio das pedras,MG
39185,-18.011236860701977,-43.3860525,sao goncalo do rio preto,MG
37490,-21.903411167605107,-45.58312035207061,sao goncalo do sapucai,MG
44330,-12.446166060223511,-38.955634676945344,sao goncalo dos campos,BA
38800,-19.373439393507518,-46.13376948194775,sao gotardo,MG
96700,-29.986819873228924,-51.741618549757796,sao jeronimo,RS
86270,-23.730848396332522,-50.74170604372353,sao jeronimo da serra,PR
55435,-8.878650513201102,-36.3704041646935,sao joao,PE
85570,-25.85028845567692,-52.72779698170587,sao joao,PR
65225,-2.9857709999999464,-44.84727349999997,sao joao batista,MA
88240,-27.316415999999947,-48.858910999999964,sao joao batista,SC
37920,-20.641886999999997,-46.50778799999999,sao joao batista do gloria,MG
73760,-14.717645885377495,-47.522382995227055,sao joao d alianca,GO
73760,-14.713205071464674,-47.526488354036,sao joao d'alianca,GO
69375,0.9438488428381457,-59.91190931260727,sao joao da baliza,RR
28200,-22.575412578397167,-41.98688226953283,sao joao da barra,RJ
13870,-21.990939469879006,-46.78599138685315,sao joao da boa vista,SP
13871,-21.988227624256343,-46.79641489638244,sao joao da boa vista,SP
13872,-23.40149176728157,-46.45029179563979,sao joao da boa vista,SP
13873,-21.961270127165385,-46.799506912539414,sao joao da boa vista,SP
13874,-21.97684863706428,-46.769559081120406,sao joao da boa vista,SP
13875,-21.98773449875776,-46.778394893478044,sao joao da boa vista,SP
13876,-22.04579999999993,-46.82298984999994,sao joao da boa vista,SP
13877,-22.01861097468483,-46.86395823101641,sao joao da boa vista,SP
13879,-21.88908,-46.86360870560121,sao joao da boa vista,SP
64635,-6.818036093741583,-41.34643746634227,sao joao da canabrava,PI
39110,-18.088435113702996,-43.74227171953283,sao joao da chapada,MG
48413,-10.536109999999951,-38.60666999999995,sao joao da fortaleza,BA
64243,-3.9646739999999454,-41.31067399999995,sao joao da fronteira,PI
39355,-16.85601188715709,-44.349221758161384,sao joao da lagoa,MG
37568,-21.949292999999948,-45.89808649999995,sao joao da mata,MG
75985,-16.821590263814823,-50.40752804308044,sao joao da parauna,GO
39430,-15.933116999999946,-43.94051449999995,sao joao da ponte,MG
36245,-23.405413279153656,-46.45504706724169,sao joao da serra,MG
64350,-5.516526352208614,-41.890924083901,sao joao da serra,PI
38749,-18.844607088913655,-47.19158197081548,sao joao da serra negra,MG
99855,-28.622486608523495,-53.61516554733795,sao joao da urtiga,RS
64510,-6.913474300936725,-41.86388675513923,sao joao da varjota,PI
73760,-14.707215351938475,-47.52460365040033,sao joao dalianca,GO
15640,-23.404109271154983,-46.44387143963827,sao joao das duas pontes,SP
39475,-14.884616999999945,-44.090791999999965,sao joao das missoes,MG
62908,-4.994999999999948,-38.00332999999995,sao joao de deus,CE
15315,-20.515678701417485,-50.35339432104204,sao joao de iracema,SP
15855,-27.612420313848425,-48.59428743747125,sao joao de itaguacu,SP
25510,-22.805082000000002,-43.3754055,sao joao de meriti,RJ
25515,-22.807099499483876,-43.39140537495698,sao joao de meriti,RJ
25520,-22.809616360716984,-43.376593824753414,sao joao de meriti,RJ
25525,-22.807160653727045,-43.39149914479652,sao joao de meriti,RJ
25530,-22.814573298692235,-43.38763323133997,sao joao de meriti,RJ
25535,-22.799344321232972,-43.40266355665657,sao joao de meriti,RJ
25540,-22.790948527499946,-43.39963506979437,sao joao de meriti,RJ
25545,-22.842106571261947,-42.05835148218451,sao joao de meriti,RJ
25550,-22.787952946382482,-43.39981262134046,sao joao de meriti,RJ
25555,-22.800330000000002,-43.35880274999998,sao joao de meriti,RJ
25560,-22.775705148122345,-43.37093585549773,sao joao de meriti,RJ
25561,-22.778902907424914,-43.350347213324724,sao joao de meriti,RJ
25565,-22.793503499999993,-43.363241999999985,sao joao de meriti,RJ
25570,-22.773426775747087,-43.355837729699324,sao joao de meriti,RJ
25571,-22.77851025897281,-43.3548595816238,sao joao de meriti,RJ
25575,-22.792149941366457,-43.38383110536862,sao joao de meriti,RJ
25576,-22.805513458935565,-43.377789256128665,sao joao de meriti,RJ
25580,-22.79471830936411,-43.340373341582456,sao joao de meriti,RJ
